age,orbits,labeled,after_orbits,after_labeled,dead_orbits,full_chain_orbits
1456,69161,552988,42777,341996,14441,0
1458,58385,467020,36850,294800,14520,0
1460,54131,432656,40355,322840,10777,0
1462,59716,477728,41009,328072,12385,0
1464,60014,479780,39570,316560,13150,0
1466,53348,426784,36549,292392,12782,0
1468,53133,425064,39012,312096,11141,0
1470,54928,439424,33146,265168,15368,0
1472,42119,336952,22048,176384,17359,0
1474,29240,233920,15738,125904,15340,0
1476,28048,224328,22778,182160,7726,0
1478,28926,231372,18400,147200,12211,0
1480,29621,236728,23114,184784,8486,0
1482,32638,261052,27567,220536,6521,0
1484,41622,332596,34048,272384,6880,0
1486,49116,392928,32491,259928,10949,0
1488,48757,389868,33285,266168,8983,0
1490,43829,350624,29863,238904,9071,0
1492,42329,338444,32014,256112,8997,0
1494,48068,384544,36766,294128,7838,0
1496,51365,410740,35921,287368,10275,0
1498,47905,383240,33666,269328,11202,0
1500,47912,383296,35906,287248,9888,0
1502,50709,405672,32688,261504,12557,0
1504,39868,318944,20897,167176,16354,0
1506,28009,224072,15315,122520,14625,0
1508,26603,212772,22340,178720,6968,0
1510,28684,229472,19103,152824,11864,0
1512,29918,239292,24410,195280,8282,0
1514,30601,244808,26223,209784,7127,0
1516,35207,281656,28577,228616,8921,0
1518,38852,310816,26244,209952,11597,0
1520,32408,259264,17383,139064,14455,0
1522,24055,192440,13376,107008,13249,0
1524,23658,189264,21042,168336,6400,0
1526,26494,211952,17836,142688,10938,0
1528,24337,194696,13284,106272,12389,0
1530,19542,156336,13026,104208,10390,0
1532,19818,158544,13640,109120,8304,0
1534,18324,146592,0,0,18324,0
1536,9202,73616,4774,38192,6086,0
1538,4774,38192,2616,20928,3376,0
1540,6652,53216,4044,32352,4132,0
1542,4728,37824,3774,30192,2490,0
1544,5386,43088,5770,46112,1990,0
1546,7148,57176,7397,59136,2468,0
1548,10877,86892,10776,86068,2887,0
1550,16752,133848,14588,116608,3033,0
1552,23445,187020,16563,132120,3612,0
1554,27606,220456,18638,148920,3606,0
1556,30753,245084,21628,172516,3056,0
1558,37231,297308,25267,201968,3985,0
1560,42916,342188,27776,221668,4506,0
1562,45816,365960,29124,232788,4869,0
1564,48723,388460,31812,253920,4613,0
1566,53034,423796,32378,259024,5783,0
1568,52297,417406,30220,241396,6394,0
1570,48148,384900,28741,229796,5993,0
1572,45804,365542,30509,243696,4556,0
1574,47950,383232,30570,244436,5523,0
1576,50726,404740,32989,263356,5243,0
1578,52484,419292,34984,279720,5074,0
1580,56270,448724,37519,299620,5721,0
1582,62977,503332,40105,320840,6148,0
1584,64346,513666,39104,312376,7170,0
1586,59933,479112,36955,295496,7339,0
1588,57262,457020,38582,308228,6146,0
1590,60914,486980,39595,316760,6784,0
1592,62753,501008,39135,312624,7563,0
1594,60292,482028,38809,310472,7465,0
1596,60206,480824,40156,321248,6856,0
1598,63137,505096,38576,308608,8439,0
1600,58202,465296,35709,285508,8218,0
1602,48459,387628,30095,240744,8318,0
1604,43190,345224,28701,229456,8206,0
1606,44575,356448,29804,238364,6969,0
1608,45169,360658,29610,236552,7522,0
1610,44964,359348,30614,244800,7345,0
1612,51219,408724,37594,300332,5223,0
1614,60323,482192,40879,327032,6260,0
1616,62432,498522,38777,309804,8642,0
1618,58678,469124,37244,297828,8782,0
1620,57790,461344,40942,327156,6786,0
1622,63272,505880,42168,337344,8059,0
1624,67618,539964,44734,357448,7879,0
1626,66854,534560,45212,361696,7747,0
1628,68058,543672,47250,378000,8075,0
1630,72745,581960,47587,380696,8864,0
1632,67180,537100,40783,326096,11625,0
1634,55457,443608,34091,272696,11807,0
1636,49825,398264,34934,279260,9458,0
1638,52984,423708,35609,284872,9735,0
1640,54538,435644,36201,289376,9634,0
1642,53742,429764,37253,298024,8971,0
1644,58828,470016,43945,351560,6974,0
1646,65680,525440,43675,349400,9175,0
1648,62359,498636,39161,313084,11181,0
1650,52896,423108,33892,271136,11255,0
1652,49199,393256,35723,285784,9438,0
1654,53699,429592,37139,297112,9739,0
1656,54527,435940,36682,293456,10236,0
1658,49082,392656,33691,269528,10416,0
1660,48820,390560,35930,287440,9289,0
1662,50786,406288,33031,264248,11092,0
1664,39969,319752,20892,167136,15888,0
1666,28113,224904,15144,121152,14498,0
1668,26570,212520,21854,174768,6738,0
1670,27897,223152,17394,139104,11611,0
1672,27991,223756,21093,168560,8001,0
1674,29852,238684,24468,195680,5870,0
1676,38515,307544,30578,244312,6119,0
1678,47214,377468,30537,244296,9831,0
1680,49539,395646,32530,259944,7915,0
1682,48797,390184,32332,258576,7670,0
1684,51174,408692,37723,301492,6775,0
1686,57769,461960,41093,328744,7043,0
1688,63704,508904,43038,343976,8551,0
1690,64608,516668,44534,356272,8928,0
1692,66548,531700,46737,373896,8986,0
1694,71582,572656,45198,361584,11440,0
1696,65634,524768,40134,320936,12100,0
1698,54289,434280,33663,269272,11936,0
1700,49230,393540,34494,275808,9941,0
1702,52509,419948,36149,289192,9906,0
1704,55156,440672,38788,310104,9584,0
1706,56040,448188,40720,325760,9416,0
1708,62316,497964,47672,381376,8172,0
1710,70415,563320,49286,394288,9854,0
1712,67657,541004,42116,336728,13988,0
1714,57336,458632,36416,291328,14156,0
1716,53206,425304,39767,318136,10575,0
1718,58845,470760,40663,325304,12041,0
1720,59295,474072,39225,313800,12896,0
1722,52797,422376,36289,290312,12540,0
1724,52584,420672,38712,309696,10941,0
1726,54476,435808,33039,264312,15110,0
1728,41851,334808,21902,175216,17243,0
1730,29071,232568,15669,125352,15262,0
1732,27864,222864,22674,181328,7657,0
1734,28809,230440,18325,146600,12159,0
1736,29498,235764,23009,183952,8450,0
1738,32514,260064,27471,219768,6483,0
1740,41487,331544,33947,271576,6828,0
1742,48976,391808,32407,259256,10884,0
1744,48640,388948,33219,265648,8934,0
1746,43737,349888,29819,238552,9024,0
1748,42237,337720,31911,255288,8974,0
1750,47948,383584,36640,293120,7796,0
1752,51212,409528,35819,286552,10213,0
1754,47761,382088,33583,268664,11144,0
1756,47768,382144,35812,286496,9845,0
1758,50567,404536,32682,261456,12475,0
1760,39792,318336,20861,166888,16327,0
1762,27969,223752,15303,122424,14607,0
1764,26557,212408,22326,178608,6947,0
1766,28671,229368,19098,152784,11857,0
1768,29906,239200,24403,195224,8278,0
1770,30591,244728,26218,209744,7123,0
1772,35197,281576,28571,228568,8917,0
1774,38844,310752,26242,209936,11591,0
1776,32404,259232,17380,139040,14454,0
1778,24053,192424,13372,106976,13249,0
1780,23653,189224,21038,168304,6399,0
1782,26488,211904,17836,142688,10932,0
1784,24334,194672,13280,106240,12388,0
1786,19538,156304,13026,104208,10386,0
1788,19814,158512,13640,109120,8300,0
1790,18324,146592,0,0,18324,0
1792,9202,73616,4774,38192,6086,0
1794,4774,38192,2616,20928,3376,0
1796,6652,53216,4044,32352,4132,0
1798,4728,37824,3774,30192,2490,0
1800,5386,43088,5770,46112,1990,0
1802,7148,57176,7426,59376,2468,0
1804,10969,87640,11026,88112,2887,0
1806,17168,137272,15559,124472,3034,0
1808,24487,195604,18176,145208,3631,0
1810,29048,232292,20818,166496,3673,0
1812,31928,255036,24547,196208,3115,0
1814,38174,305288,27295,218360,4418,0
1816,43971,351352,30247,241768,4929,0
1818,46686,373384,32275,258200,5222,0
1820,48467,387328,33549,268392,5701,0
1822,52610,420880,34178,273424,6433,0
1824,50592,404552,32525,260112,6964,0
1826,43690,349504,28397,227160,7365,0
1828,39394,314964,27078,216528,7557,0
1830,42458,339592,30295,242360,6302,0
1832,45100,360420,30780,246104,7516,0
1834,45821,366496,32210,257680,7699,0
1836,50338,402360,38442,307536,5800,0
1838,57443,459544,39964,319712,7205,0
1840,56053,448272,36017,288008,10013,0
1842,48403,387192,31982,255856,10203,0
1844,45034,360064,32952,263616,8736,0
1846,49876,399008,34992,279936,9144,0
1848,51015,407944,34937,279496,9512,0
1850,46375,371000,32238,257904,9842,0
1852,46254,370032,34416,275328,8857,0
1854,48596,388768,32848,262784,10160,0
1856,38857,310856,20389,163112,15570,0
1858,27531,220248,14854,118832,14319,0
1860,25748,205960,21382,171000,6536,0
1862,27306,218432,17117,136936,11496,0
1864,27731,221708,21213,169624,7908,0
1866,30205,241608,25600,204800,5798,0
1868,38600,308568,31935,255480,6140,0
1870,45885,367080,30728,245824,10136,0
1872,45879,366920,31872,254904,8421,0
1874,41648,333176,28845,230760,8672,0
1876,40405,323112,30686,245488,8760,0
1878,45981,367848,35848,286784,7371,0
1880,49579,396512,34921,279368,9958,0
1882,46516,372128,32934,263472,10862,0
1884,46533,372264,35118,280944,9574,0
1886,49526,396208,32346,258768,12186,0
1888,39160,313280,20543,164344,16138,0
1890,27561,220488,15097,120776,14469,0
1892,26076,208576,21952,175616,6867,0
1894,28225,225800,18746,149968,11770,0
1896,29419,235320,24053,192424,8167,0
1898,30149,241192,25926,207408,7012,0
1900,34747,277976,28248,225984,8815,0
1902,38362,306896,26130,209040,11342,0
1904,32161,257288,17260,138080,14365,0
1906,23936,191488,13274,106192,13208,0
1908,23455,187640,20820,166560,6349,0
1910,26226,209808,17550,140400,10854,0
1912,24064,192512,13068,104544,12278,0
1914,19278,154224,12868,102944,10264,0
1916,19568,156544,13456,107648,8200,0
1918,18152,145216,0,0,18152,0
1920,9118,72944,4726,37808,6026,0
1922,4726,37808,2592,20736,3340,0
1924,6580,52640,3996,31968,4084,0
1926,4632,37056,3654,29232,2466,0
1928,5220,41760,5628,44976,1956,0
1930,6930,55440,7272,58176,2436,0
1932,10548,84312,10929,87432,2868,0
1934,15591,124728,14910,119280,3153,0
1936,21141,169092,17985,143832,3873,0
1938,23742,189936,19026,152208,4536,0
1940,24405,195192,19638,157104,5658,0
1942,30429,243432,25650,205200,5091,0
1944,35640,285072,27501,220008,6891,0
1946,36546,292368,26550,212400,8358,0
1948,37194,297552,28914,231312,7656,0
1950,40830,326640,29946,239568,7992,0
1952,34482,275856,18006,144048,14370,0
1954,25008,200064,13620,108960,13356,0
1956,22995,183936,19920,159360,5805,0
1958,25749,205992,17136,137088,10833,0
1960,26946,215544,21810,174480,7779,0
1962,27657,221256,24012,192096,6669,0
1964,31935,255480,26088,208704,8427,0
1966,35496,283968,23736,189888,11280,0
1968,29913,239304,15918,127344,13713,0
1970,22332,178656,12156,97248,12534,0
1972,21774,174192,19170,153360,6066,0
1974,24342,194736,16266,130128,10254,0
1976,22446,179568,12192,97536,11526,0
1978,18018,144144,11988,95904,9690,0
1980,18324,146592,12528,100224,7818,0
1982,17106,136848,0,0,17106,0
1984,8610,68880,4380,35040,5730,0
1986,4380,35040,2436,19488,3072,0
1988,6114,48912,3648,29184,3798,0
1990,4260,34080,3168,25344,2376,0
1992,4620,36960,4866,38928,1782,0
1994,5748,45984,5466,43728,2376,0
1996,7128,57024,6270,50160,3024,0
1998,8118,64944,7194,57552,2904,0
2000,8589,68712,4692,37536,4611,0
2002,7308,58464,3732,29856,4734,0
2004,6315,50520,6396,51168,1821,0
2006,7908,63264,5286,42288,3846,0
2008,7971,63768,4494,35952,4365,0
2010,6660,53280,4170,33360,3948,0
2012,6600,52800,4410,35280,3144,0
2014,6126,49008,0,0,6126,0
2016,3090,24720,1482,11856,2112,0
2018,1482,11856,972,7776,948,0
2020,2181,17448,1788,14304,1119,0
2022,1950,15600,1848,14784,738,0
2024,2385,19080,1608,12864,1269,0
2026,2256,18048,1344,10752,1512,0
2028,2112,16896,1440,11520,1224,0
2030,2052,16416,0,0,2052,0
2032,1026,8208,336,2688,738,0
2034,336,2688,528,4224,72,0
2036,744,5952,576,4608,216,0
2038,840,6720,0,0,840,0
2040,420,3360,528,4224,156,0
2042,528,4224,0,0,528,0
2044,528,4224,0,0,528,528
